,PrivCo_ID,profile_type,classification,status,PE_Backed,VC_Backed,year_founded,City,State,Country,Zip,Industry_PICS,Keywords,sic,naics,Company_Tags,fiscal_month,fiscal_day,Total_Round,index_total_funding,Latest_Valuation,Latest_Valuation_Year,1 Year Revenue Growth,3 Year Revenue Growth,1 Year Employee Growth,3 Year Employee Growth,2024 Revenue,2023 Revenue,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2024 Employees,2023 Employees,2022 Employees,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2017 Employees,2023 EBITDA,2022 EBITDA,2021 EBITDA,2020 EBITDA,2019 EBITDA,2018 EBITDA,2017 EBITDA,2023 EV,2022 EV,2021 EV,2020 EV,2019 EV,2018 EV,2017 EV,2023 Net Income,2022 Net Income,2021 Net Income,2020 Net Income,2019 Net Income,2018 Net Income,2017 Net Income
3510,2102652,Company,Private,Active,No,Yes,2017,Austin,TX,US,78701,Insurance Services,Finance|Insurance|Lifestyle|Outdoor|Women-Founded,,524210,VC Backed,12,31,5,56300000,150000000,2022,1.8131,13.4447,40,,,7300000,7170000,7000000,5000000,,,,,,,28,20,,,,,,,,,,,,,,,,,,,,,,,,
3511,2102659,Company,Private,Active,Yes,No,2018,Los Angeles,CA,US,90014,Food & Beverage Producers,Asian-founded|Asian-Led|Food|Food Processing|Organic|Seasonings & Condiments|Women-Founded|Women-led,,,Acquired|PE Backed,12,31,2,12000000,35000000,2023,27,,25,,,6350000,5000000,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,2102690,Company,Public,Active,No,No,2020,Miami Beach,FL,US,33139,Biotechnology,Biotechnology|Mental Health|Neuroscience|Research & Development|Therapeutics,,,VC Backed,12,31,1,250000,,,3146.6667,,200,,,,487000,15000,,,,,,,15,5,,,,,,-15000000,-5000000,,,,,,,,,,,,,-13937000,-2174000,,,,
3513,2102698,Company,Private,Active,No,Yes,2020,New York,NY,US,10012,Health Care Services,Health Care Services|Health Care Technology|Platform|Remote Management|Telehealth,,,VC Backed,12,31,2,141000000,400000000,2021,6.6667,114.3329,750,,,6400000,6000000,5600000,650000,,,,,,,34,4,,,,,,,,,,,,,,,,,,,,,,,,
3514,2102706,Company,Private,Active,No,Yes,2017,Denver,CO,US,80211,Software & Internet Services,Construction|Reporting|Roofing|Software|Technology|Verification,,,VC Backed,12,31,1,1280000,4000000,2021,14.2857,16.9607,16.6667,,,1600000,1400000,1170000,1000000,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,
3515,2102728,Company,Private,Active,Yes,Yes,2019,Santa Monica,CA,US,90401,Software & Internet Services,Commercial Services|Enterprise Software|Finance|Fintech|Investment Management,,,PE Backed|VC Backed,12,31,4,44600000,55000000,2022,13.4454,,,,,6750000,5950000,4950000,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
3516,2102729,Company,Private,Active,No,Yes,2020,Wilmington,DE,US,19850,Software & Internet Services,Analytics|Automation|Collaboration|Finance|No Code|Performance Management|Reporting|SaaS,,541512,VC Backed,12,31,2,14700000,45000000,2022,,,,,,24500000,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,2102741,Company,Private,Active,Yes,Yes,2019,Omaha,NE,US,68106,Insurance Services,Insurance|Insurtech,,,PE Backed|VC Backed,12,31,2,10066472,30000000,2021,1.3171,7.7217,20,,,1000000,987000,960000,800000,,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,
3518,2102760,Company,Private,Active,No,No,2017,Rio Rancho,NM,US,87124,Health Care Providers,Consulting|Health Care|Health Care Services|LGBTQ-led|Mental Health|Senior Care|Therapy|Wellness,,,,12,31,0,,,,33,,25,,,,133000,100000,100000,,,,,,10,8,8,,,,,17000,14000,12500,,,,,85000,120000,105000,,,,,12000,9750,,,,
3519,2102773,Company,Private,Active,No,No,2018,Jacksonville,FL,US,32202,Specialized Consumer Services,LGBTQ-led|Wedding,,,,12,31,0,,,,13.4021,13.6171,,,,220000,194000,150000,150000,,,,,,,,5,,,,23000,22500,18500,16500,,,,340000,270000,295000,255000,,,,16000,15500,13000,,,,
3520,2102788,Company,Private,Active,No,Yes,2019,Pleasanton,CA,US,94566,Residential Construction,3D Printing|Automation|Engineering|Home|Residential Construction|Residential Services|Robotics|Technology,,,VC Backed,12,31,2,58000000,200000000,2022,5.4545,40.3038,140,,,5800000,5500000,5150000,2100000,,,,,,,12,5,,,,,,,,,,,,,,1000000,,,,,,,,,,
3521,2102813,Company,Private,Active,No,Yes,2020,Redding,CA,US,96001,Software & Internet Services,Employee Engagement|Enterprise Software|Human Resources|SaaS|Workflow Management,,,VC Backed,12,31,3,22200000,65000000,2022,14.2857,,,,,2400000,2100000,1750000,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
3522,2102817,Company,Private,Active,No,No,2019,Hanover,NH,US,03755,Software & Internet Services,Health Care|Health Care Technology|Mental Health|Messaging|Therapy,,,Acquired|Formerly VC-Backed|Subsidiary,12,31,0,,6450000,2023,15.8537,23.8562,33.3333,,,950000,820000,667000,500000,,,,,,,4,3,,,,235000,225000,195000,130000,,,,6450000,5050000,6300000,4050000,,,,165000,155000,135000,,,,
3523,2102826,Company,Private,Active,No,Yes,2018,New York,NY,US,10003,Software & Internet Services,Leasing|Real Estate|Real Estate Technology|Rental|SaaS,,,VC Backed,12,31,1,5000000,15000000,2021,13.6364,14.4714,10,,,1500000,1320000,1100000,1000000,,,,,,,11,10,,,,,,,,,,,,,,,,,,,,,,,,
3524,2102837,Company,Private,Active,Yes,Yes,2019,Santa Monica,CA,US,90403,Software & Internet Services,Apps|E-Learning|Software|Streaming|Video|Video Chat,,,PE Backed|VC Backed,12,31,1,15000000,45000000,2021,12.2881,38.3828,102.5,,,26500000,23600000,20300000,10000000,,,,,,,81,40,,,,,,,,,,,,,,,,,,,,,,,,
3525,2102842,Company,Private,Active,No,Yes,2020,Seattle,WA,US,98122,Software & Internet Services,Analytics|Gig Economy|Optimization|Payroll|SaaS,,,VC Backed,12,31,1,5290000,15000000,2021,12.5,,,,,1350000,1200000,995000,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
3526,2102851,Company,Private,Active,No,Yes,2019,Los Angeles,CA,US,90067,Software & Internet Services,Advisory|Document Management|Fintech|Property Management|Real Estate|Real Estate Technology,,,VC Backed,12,31,2,41600000,100000000,2022,,,,,,,,,0,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
3527,2102859,Company,Private,Active,No,Yes,2020,Brooklyn,NY,US,11249,Software & Internet Services,Billing|Software,,,VC Backed,12,31,1,2000000,10000000,2021,,,,,,1250000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,2102868,Company,Private,Active,No,Yes,2019,Playa Vista,CA,US,90094,Software & Internet Services,Asian-founded|Asian-Led|Business-to-Business|Insurance|Insurtech|Life Insurance|Minority-led|SaaS|Sales|Software,,,VC Backed,12,31,3,21044142,60000000,2023,13.9937,13.1851,6.0606,,,7250000,6360000,5310000,5000000,,,,,,,35,33,,,,,,,,,,,,,,,,,,,,,,,,
3529,2102879,Company,Private,Active,No,Yes,2018,Lubbock,TX,US,79409,Biotechnology,Asian-founded|Asian-Led|Biotechnology|Health Care Equipment|Life Sciences|Screening|Testing|Women-Founded|Women-led,,,VC Backed,12,31,1,25000,,,11.6279,18.2899,25,,,2400000,2150000,1850000,1450000,,,,,,,10,8,,,,,,,,,,,,,,,,,,,,,,,,
3530,2102895,Company,Private,Active,No,Yes,2020,New York,NY,US,10001,Technology Services,Biopharmaceuticals|Consulting|Technology|Technology Services,,,VC Backed,12,31,1,4000000,10000000,2021,,,,,,3500000,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,2102900,Company,Private,Active,Yes,Yes,2019,San Diego,CA,US,92121,Biotechnology,Asian-Led|Biopharmaceuticals|Biotechnology|Drug Research|Genetics|Health Care|Medical|Pharmaceuticals|Therapeutics|Women-led,,,PE Backed|VC Backed,12,31,5,332000000,1000000000,2023,10.4972,,,,,10000000,9050000,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,2102982,Company,Private,Active,Yes,Yes,2017,Menlo Park,CA,US,94025,Biotechnology,Biopharmaceuticals|Biotechnology|Drug Research|Health Care|Medicine|Pharmaceuticals|Therapeutics,,,PE Backed|VC Backed,12,31,4,92000000,300000000,2021,8.3333,,,,,13000000,12000000,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,2105551,Company,Private,Active,Yes,No,2017,Houston,TX,US,77043,Human Resources & Employment Services,Engineering|Human Resources|Recruitment|Staffing|Talent Management|Training,,561320,Acquired|PE Backed,12,31,1,1380639,22500000,2023,5.7692,18.1666,41.5584,85.8246,,16500000,15600000,14508848,10000000,,,378363,,,,109,77,,,12,1400000,1450000,1800000,1100000,,,43500,22500000,19500000,28500000,17000000,,,620000,980000,1050000,1250000,,,,
3534,2107323,Company,Private,Active,No,No,2019,Albany,OR,US,97321-7344,Packaging & Containers,Containers|Lumber & Timber|Packaging,,321920,,12,31,1,165200,8100000,2023,9.901,10.6207,5.2632,,,5550000,5050000,4400000,4100000,,,,,,,20,19,,,,680000,690000,640000,535000,,,,8100000,6700000,6550000,5200000,,,,475000,480000,445000,,,,
3535,2110593,Company,Private,Active,No,Yes,2019,Arvada,CO,US,80002,Chemicals & Plastics,Gases|Industrial|Manufacturing,,325120,VC Backed,12,31,2,30314000,90000000,2021,8.7248,19.4714,37.5,,,8100000,7450000,6650000,4750000,,,,,,,22,16,,,,,,,,,,,,,,,,,,,,,,,,
3536,2114399,Company,Private,Active,No,No,2018,Lexington,MA,US,02421,Health Care Providers,Addiction Treatment|Health Care Services|Mental Health|Rehabilitation|University/College,,621420,Acquired|Subsidiary,12,31,1,283742,2700000,2023,14.9254,16.2603,5.8824,,,3850000,3350000,2600000,2450000,,,,,,,18,17,,,,445000,430000,360000,305000,,,,2700000,2150000,3200000,2550000,,,,310000,300000,255000,,,,
3537,2120999,Company,Private,Active,No,No,2017,Charlotte,NC,US,28214,Commercial & Industrial Engineering,Civil Engineering|Construction|Electrical|General Contractor|Industrial|Professional Services,,236210,,12,31,1,898100,16000000,2023,6.9767,12.8589,20,,,23000000,21500000,19500000,16000000,,,,,,,102,85,,,,1350000,1400000,1350000,990000,,,,16000000,13500000,21500000,15000000,,,,940000,975000,940000,,,,
3538,2121014,Company,Private,Active,Yes,Yes,2018,Burlingame,CA,US,95113,Software & Internet Services,Artificial Intelligence|Cloud|Digital Marketing|Information Technology|No Code|Software,,,PE Backed|VC Backed,12,31,4,209000000,600000000,2023,11.4286,9.1393,,,,19500000,17500000,15000000,15000000,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,
3539,2121015,Company,Private,Active,No,Yes,2021,Encinitas,CA,US,92024,Health Care Providers,Diabetes|Health Care Technology|Telehealth,,,VC Backed,12,31,3,19700000,60000000,2022,481.3953,,23.3333,,,,5000000,860000,,,,,,37,30,6,,,,,,,,,,,,,,,,,,,,,-3600000,,,,
3540,2121019,Company,Private,Active,Yes,Yes,2020,New York,NY,US,10003,Health Care Services,Health Care|Health Care Services|Mental Health|Psychology|Therapy,,,PE Backed|VC Backed,12,31,2,11500000,35000000,2023,,,,,,5450000,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,2121025,Company,Private,Active,No,No,2018,San Clemente,CA,US,92673,Consumer Products,Consumer Products|Health Care|Manufacturing|Personal Care|Retail|Skincare,,,,12,31,0,,4000000,2023,6.4815,4.769,,,,1150000,1080000,1000000,1000000,,,,,,,,5,,,,215000,225000,220000,200000,,,,4000000,3450000,4150000,3550000,,,,150000,155000,155000,,,,
3542,2121044,Company,Public,Active,No,No,2018,New York,NY,US,10165,Health Care Services,Diagnostics|Health Care|Health Care Services|Research & Development,,,,12,31,0,,,,-24.6,,,,,,377000,500000,,,,,,,74,,,,,,,-54000000,-27000000,-8000000,,,,,,,,,,,,-56171000,-28078000,-8280000,-4421000,,
3543,2121046,Company,Private,Active,No,Yes,2018,Los Angeles,CA,US,90028,Consumer Products,Beauty|Consumer Products|Skincare,,,VC Backed,12,31,1,3000000,9000000,2021,11.6071,,9.5238,,,6250000,5600000,,,,,,,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,2121056,Company,Private,Active,Yes,Yes,2018,New York,NY,US,10003,Software & Internet Services,Business-to-Business|Digital Health|Health Care|Platform|Platform-as-a-Service (PaaS),,,PE Backed|VC Backed,12,31,3,74900000,200000000,2021,11.5385,,,,,43500000,39000000,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2121068,Company,Private,Active,No,Yes,2021,New York,NY,US,,Software & Internet Services,Cyber Security|Developer Tools,,,VC Backed,12,31,1,23000000,70000000,2021,,,,,,1250000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,2121071,Company,Private,Active,No,Yes,2020,Mountain View,CA,US,94040,Software & Internet Services,Business-to-Business|Finance|Fintech|Platform,,,VC Backed,12,31,2,24200000,75000000,2021,13.5135,,,,,6300000,5550000,4650000,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,
3547,2121079,Company,Private,Active,Yes,Yes,2020,Denver,CO,US,80237,Software & Internet Services,Benefits|Employee Benefits|Human Resources|SaaS|Software|Software Development,,,PE Backed|VC Backed,12,31,3,43000000,150000000,2023,,,,,,1200000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,2121086,Company,Private,Active,Yes,Yes,2020,Nashville,TN,US,37228,Health Care Services,Digital Health|Health Care|Health Care Services|Health Care Technology|Oncology,,,PE Backed|VC Backed,12,31,2,82000000,250000000,2023,,,,,,19000000,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,2121092,Company,Private,Active,Yes,Yes,2019,Miami,FL,US,33126,Health Care Services,Diagnostics|Digital Health|Health Care|Health Care Services|Pediatrics|Software,,,PE Backed|VC Backed,12,31,3,323000000,1419000000,2021,66.6667,,62.5,587.5344,,,100000000,60000000,,,,,,,1300,800,8,4,,,,,,,,,,,,,,,,,,,,,,,
3550,2121210,Company,Public,Active,No,No,2019,Dallas,TX,US,75242,Biotechnology,Biotechnology|Pharmaceuticals|Research & Development,,,IPO Filed,12,31,0,,1400000000,2021,20.1077,,,,,,669000,557000,557000,,,,,,89,,,,,,,-74000000,,,,,,,,1400000000,,,,,,-75222000,,-39957000,-14219000,,
3551,2121215,Company,Private,Active,No,Yes,2020,New York,NY,US,10013,Software & Internet Services,Automation|Banking|Fintech|Payment Processing|Technology Services,,,VC Backed,12,31,3,90000000,250000000,2021,11.2903,,,,,34500000,31000000,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,2121226,Company,Private,Active,No,Yes,2019,San Francisco,CA,US,94102,Software & Internet Services,Big Data|Business-to-Business|Customer Experience|Enterprise Software|Productivity|Software,,,VC Backed,12,31,2,23100000,70000000,2021,16.3462,9.1694,57.1429,20.7362,,,12100000,10400000,9610000,9300000,9000000,,,,44,28,26,25,20,,,,,,,,,,,,,,,,,,,,,,
3553,2121243,Company,Private,Active,No,Yes,2019,New York,NY,US,10008,Software & Internet Services,Digital Health|Enterprise Software|Health Care|Insurtech,,,VC Backed,12,31,3,23500000,70000000,2021,,,,,,1250000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,2121245,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94105,Software & Internet Services,Consumer Services|Cryptocurrency|Finance|Fintech|Investment Management,,,VC Backed,12,31,2,36400000,100000000,2021,,,,,,1400000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,2121246,Company,Private,Active,No,Yes,2021,Austin,TX,US,78733,Software & Internet Services,Home|Leisure|Remote Management|Rental|Rental Property|Smart Home|Travel|Vacation Rental,,541511,VC Backed,12,31,4,132000000,95000000,2022,,,,,,7950000,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,2121272,Company,Private,Active,No,No,2019,Franklin,TN,US,37064,Real Estate,Cannabis|Real Estate|Real Estate Investment,,,,12,31,0,,,,13.387,,40,,,,3100000,2734000,3877000,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,-1657000,-2437000,,,
3557,2121275,Company,Private,Active,No,Yes,2020,Leesburg,VA,US,20177,Software & Internet Services,Big Data|Cyber Security|Data Processing|No Code|Software,,,VC Backed,12,31,2,8800000,30000000,2022,12.5,39.2477,233.3333,,,1350000,1200000,1000000,500000,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,
3558,2121280,Company,Private,Active,No,Yes,2018,North Hollywood,CA,US,91601,Software & Internet Services,Apps|Consumer Software|Education|Fintech|Investment Management,,,VC Backed,12,31,5,35300000,122500000,2021,14.1304,73.8013,283.3333,148.4347,,5250000,4600000,3840000,1000000,50000,,,,,,46,12,5,3,,,,,,,,,,,,,,,,,,,,,,
3559,2121281,Company,Private,Active,No,Yes,2017,Sunny Isles Beach,FL,US,33160,Software & Internet Services,Blockchain|Developer Tools|Enterprise Software|Fintech|Infrastructure|Infrastructure as a Service (IaaS)|Minority-led|Network Infrastructure|Web3,,,VC Backed,12,31,6,100800000,800000000,2023,200,,57.8947,,,,12000000,4000000,,,,,,120,76,27,,,,,,,,,,,,,,,,,,,,,,,,,
3560,2121298,Company,Private,Active,Yes,Yes,2021,Cambridge,MA,US,02139,Chemicals & Plastics,Chemicals|Environmental|Industrial|Industrial Services|Research & Development,,,PE Backed|VC Backed,12,31,2,14000000,40000000,2023,,,,,,2050000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,2121303,Company,Private,Active,No,No,2018,Waipahu,HI,US,96797,Industrial Services,Batteries|Heavy Equipment|Industrial Services|Power|Repair & Maintenance|Sales|Women-led,,,Acquired|Subsidiary,12,31,0,,2150000,2022,19.0476,40.1997,20,,,,2000000,1680000,1660000,,609633,,,6,5,,,,,,,185000,205000,185000,,74000,,,2150000,3300000,2800000,,1050000,,,130000,145000,,,,
3562,2121305,Company,Private,Active,No,No,2017,Hilo,HI,US,96720,Health Care Providers,Family|Mental Health|Therapy,,,,12,31,0,,,,33.3367,59.3911,,,,,732000,548986,416900,180767,,,,6,,,,,,,,93500,76500,52500,27500,,,,470000,670000,435000,220000,,,,65500,53500,,,,
3563,2121308,Company,Private,Active,No,No,2018,Maitland,FL,US,32751,Insurance Services,Advisory|Brokerage|Health Care|Life Insurance|Wellness|Women-led,,,,12,31,0,,4250000,2023,2.6059,1.6396,,,,3150000,3070000,3000000,3000000,,,,,,,,2,,,,425000,460000,480000,430000,,,,4250000,3750000,4800000,4100000,,,,295000,320000,335000,,,,
3564,2121387,Company,Public,Active,No,No,2020,Jersey City,NJ,US,07302,Pharmaceuticals,Drug Research|Pharmaceuticals,,,,12,31,0,,,,-16.0087,,,,,,,,6532000000,7777000000,,,,,,,9950,,,,,,,2894000000,4029000000,,,,,,,,,,,,,2160000000,3218000000,,
3565,2121457,Company,Private,Active,No,Yes,2021,Boston,MA,US,02215,Biotechnology,Biotechnology|Drug Research|Genetics|Medicine|Pre-Revenue|Research & Development|Therapeutics|Women-led,,325410,VC Backed,12,31,3,260000000,800000000,2023,11.8336,,12,,,8600000,7690000,,,,,,,84,75,30,,,,,,,,,,,,,,,,,,,,,,,,,
3566,2121470,Company,Private,Active,No,Yes,2019,Berkeley,CA,US,94707,Software & Internet Services,Artificial Intelligence|Climatetech |Predictive Analytics|Weather,,,VC Backed,12,31,2,29700000,90000000,2021,,,,,,4150000,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,2121494,Company,Private,Active,No,Yes,2021,McLean,VA,US,22102,Software & Internet Services,Compliance|Enterprise Software|Software,,,VC Backed,12,31,2,21500000,65000000,2022,13.3333,,,,,2550000,2250000,1900000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
3568,2121498,Company,Private,Active,No,Yes,2019,Los Angeles,CA,US,90291,Software & Internet Services,Branding|Content Creators|E-Commerce|Internet|Platform|Software|Web Design & Development,,,VC Backed,12,31,1,17000000,50000000,2021,12.5,,,,,27000000,24000000,20500000,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,
3569,2121499,Company,Private,Active,Yes,Yes,2020,Woodland Hills,CA,US,91364,Pharmaceuticals,Biopharmaceuticals|Drug Research|Medicine|Pharmaceuticals|Therapeutics,,,PE Backed|VC Backed,12,31,3,558000000,1500000000,2022,,,,,,,0,0,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
3570,2121500,Company,Private,Active,No,Yes,2020,Bellingham,WA,US,98229,Software & Internet Services,Platform|Real Estate|Real Estate Technology|SaaS|Software,,,Multinational|VC Backed,12,31,1,100000000,1000000000,2021,9.6154,6.2659,-9.3333,,,57000000,52000000,44500000,47500000,,,,,,,272,300,,,,,,,,,,,,,1000000000,,,,,,,,,,,
3571,2121501,Company,Private,Active,No,No,2018,Boston,MA,US,02135,Technology Services,Quantum Computing|Software Development|Technology Services,,,,12,31,1,17000000,,,8.1081,,,,,6000000,5550000,4950000,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
3572,2121502,Company,Private,Active,No,Yes,2019,Austin,TX,US,78701,Software & Internet Services,Content Creators|Digital Entertainment|Digital Media|Music|Online Portals,,,VC Backed,12,31,1,20000000,60000000,2021,13.7255,,,,,2900000,2550000,2150000,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
3573,2121507,Company,Private,Active,No,Yes,2020,New York,NY,US,10013,Software & Internet Services,Fintech|Payment Processing|Software Development,,522320,VC Backed,12,31,3,127000000,400000000,2023,11.5385,,,,,14500000,13000000,11000000,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,
3574,2121508,Company,Private,Active,No,Yes,2019,Oakland,CA,US,94607,Chemicals & Plastics,Building Products|Energy|Environmental|Manufacturing|Sustainability|Technology|Waste Management,,,VC Backed,12,31,2,60100000,200000000,2022,8.5106,,,,,5100000,4700000,4200000,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
3575,2121509,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94107,Software & Internet Services,Analytics|Data Management|Data Processing|Enterprise Software,,,VC Backed,12,31,3,19150000,55000000,2022,13.3094,28.0579,54.5455,,,3150000,2780000,2320000,1500000,,,,,,,17,11,,,,,,,,,,,,,,,,,,,,,,,,
3576,2121520,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94115,Software & Internet Services,Platform|Productivity|Software,,,VC Backed,12,31,1,17000000,50000000,2021,13.8889,,,,,4100000,3600000,3000000,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
3577,2121523,Company,Private,Active,Yes,Yes,2020,Beverly Hills,CA,US,90212,Software & Internet Services,Digital Health|Enterprise Software|Platform|Software|Telehealth,,,PE Backed|VC Backed,12,31,1,135000000,200000000,2021,10.8108,,,,,20500000,18500000,16000000,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
3578,2121525,Company,Private,Active,No,Yes,2018,Somerville,MA,US,02143,Biotechnology,Artificial Intelligence|Biopharmaceuticals|Biotechnology|Drug Research|Generative AI|Health Care|Life Sciences|Medical|Medicine|Therapeutics,,,VC Backed,12,31,3,693000000,2500000000,2023,183.871,,8.6957,,,,44000000,15500000,,,,,,250,230,78,,,,,,,,,,,,,,,,,,,,,,,,,
3579,2121526,Company,Private,Active,No,Yes,2019,Mountain View,CA,US,94043,Software & Internet Services,E-Commerce|Logistics|Software Development|Supply Chain Management|Technology,,,VC Backed,12,31,1,6100000,20000000,2021,13.7931,,,,,6600000,5800000,4850000,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,
3580,2121531,Company,Private,Active,No,Yes,2017,Reno,NV,US,89501,Software & Internet Services,Platform|Software|Water,,,VC Backed,12,31,1,16000000,50000000,2021,13.3333,,,,,5100000,4500000,3750000,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,
3581,2121532,Company,Private,Active,No,Yes,2020,New York,NY,US,10013,Software & Internet Services,Fintech|Insurance|Payment Processing|Platform-as-a-Service (PaaS),,,VC Backed,12,31,2,11700000,40000000,2021,11.1111,,,,,25000000,22500000,19500000,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
3582,2121534,Company,Private,Active,No,Yes,2019,Nashville,TN,US,37203,Consulting,Advisory|Brokerage|Consulting|Insurance|Research,,,VC Backed,12,31,2,1600000,5000000,2021,8,,,,,5400000,5000000,4500000,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
3583,2121536,Company,Private,Active,No,Yes,2020,Park City,UT,US,,Software & Internet Services,Brokerage|Capital Markets|Consumer Software|Cryptocurrency|Financial Exchanges|Trading,,,VC Backed,12,31,1,2100000,6500000,2021,12.5,16.107,14.2857,,,1800000,1600000,1350000,1150000,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,
3584,2121538,Company,Private,Active,No,Yes,2020,Seattle,WA,US,98102,Biotechnology,Biotechnology|Drug Research|Health Care Technology|Therapeutics,,,VC Backed,12,31,1,40000000,100000000,2021,12.8205,,,,,11000000,9750000,8300000,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,
3585,2121539,Company,Private,Active,No,Yes,2021,San Francisco,CA,US,10016,Software & Internet Services,API|Artificial Intelligence|Developer Tools|Enterprise Software|Monitoring|Network Security|Open Source|Platform-as-a-Service (PaaS)|Software,,,VC Backed,12,31,2,2600000,8000000,2021,12,19.0374,25,,,1400000,1250000,1050000,830000,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
3586,2121541,Company,Private,Active,Yes,Yes,2021,Palo Alto,CA,US,94303,Advertising & Marketing,Branding|Consulting|E-Commerce|Information,,,PE Backed|VC Backed,12,31,1,4000000,10000000,2021,9.2308,,,,,3550000,3250000,2900000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
3587,2121542,Company,Private,Active,No,Yes,2021,New York,NY,US,,Software & Internet Services,Collaboration|Project Management|SaaS|Software Development|Workflow Management,,,VC Backed,12,31,1,1000000,3000000,2021,14.2857,,,,,2400000,2100000,1750000,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
3588,2121543,Company,Private,Active,No,Yes,2017,New York,NY,US,10038,"Hotels, Resorts, Casinos & Cruise Lines",Booking|Branding|Hotel Management|Lifestyle|SaaS|Software Development,,,VC Backed,12,31,1,60000000,250000000,2021,9.5238,,,,,11500000,10500000,8800000,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
3589,2121547,Company,Private,Active,No,Yes,2021,New York,NY,US,10018,Software & Internet Services,Embedded Software|Fintech|Personal Finance|Rewards|Software Development,,,VC Backed,12,31,2,29700000,90000000,2022,14.1593,,,,,6450000,5650000,4700000,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
3590,2121549,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94111,Software & Internet Services,Fintech|Investment Management|SaaS|Women-Founded,,,VC Backed,12,31,3,25000000,90000000,2021,14.1304,,412.5,,,10500000,9200000,1700000,,,,,,,41,8,,,,,,,,,,,,,,,,,,,,,,,,,
3591,2121551,Company,Private,Active,No,Yes,2020,Watertown,MA,US,02472,Biotechnology,Biopharmaceuticals|Biotechnology|Drug Research|Pharmaceuticals|Pharmacy|Radiology|Women-led,,,VC Backed,12,31,2,250000000,700000000,2023,10,11.199,6,,,16500000,15000000,13000000,12000000,,,,,,,53,50,,,,,,,,,,,,,,,,,,,,,,,,
