,PrivCo_ID,profile_type,classification,status,PE_Backed,VC_Backed,year_founded,City,State,Country,Zip,Industry_PICS,Keywords,sic,naics,Company_Tags,fiscal_month,fiscal_day,Total_Round,index_total_funding,Latest_Valuation,Latest_Valuation_Year,1 Year Revenue Growth,3 Year Revenue Growth,1 Year Employee Growth,3 Year Employee Growth,2024 Revenue,2023 Revenue,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2024 Employees,2023 Employees,2022 Employees,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2017 Employees,2023 EBITDA,2022 EBITDA,2021 EBITDA,2020 EBITDA,2019 EBITDA,2018 EBITDA,2017 EBITDA,2023 EV,2022 EV,2021 EV,2020 EV,2019 EV,2018 EV,2017 EV,2023 Net Income,2022 Net Income,2021 Net Income,2020 Net Income,2019 Net Income,2018 Net Income,2017 Net Income
68,1155343,Company,Private,Active,No,No,2019,Renton,WA,US,98057,Automotive & Consumer Vehicle Retail,Automotive|Dealership,,441110,,12,31,1,1410000,31500000,2023,6.1728,8.1425,8.046,-16.2466,,43000000,40500000,37500000,34000000,67000000,60000000,51500000,,,,94,87,175,160,140,2550000,2365000,2330000,1900000,4575000,3690000,3010000,31500000,23500000,28500000,22000000,50500000,40500000,32500000,1800000,1650000,1650000,,,,
69,1155410,Company,Private,Active,No,No,2017,Lynden,WA,US,98264,Agricultural Products,Agricultural Products|Fruit & Vegetables,,111334,,12,31,1,1831600,18300000,2023,2.5641,0,-7.2581,8.5138,,20000000,19500000,19000000,20000000,15000000,14000000,13000000,,,,115,124,95,90,85,1200000,1400000,1500000,1450000,1300000,1100000,970000,18300000,17550000,19400000,17550000,15300000,12700000,11100000,825000,965000,1050000,,,,
70,1155623,Company,Private,Active,No,No,2019,Seattle,WA,US,98138,Freight Transportation,Freight|Storage|Transportation|Trucks|Women-led,,484120,,12,31,0,,46000000,2023,7.1429,11.3151,7.8947,-0.8,,60000000,56000000,47500000,43500000,48500000,46500000,43500000,,,,205,190,215,210,200,1950000,1850000,2050000,1700000,2350000,2000000,1800000,46000000,35500000,51500000,40500000,52500000,45000000,39500000,1350000,1300000,1450000,,,,
71,1156896,Company,Private,Active,Yes,No,2017,Fort Worth,TX,US,76126,Industrial Products,Industrial|Industrial Products|Manufacturing,,,PE Backed|Platform,12,31,0,,53000000,2023,5.7971,,3.2258,,,36500000,34500000,,,,,,,160,155,,,,,,4000000,4200000,,,,,,53000000,45500000,,,,,,2800000,2950000,,,,,
72,1157155,Company,Private,Active,No,No,2018,Salt Lake City,UT,US,84104,Consumer Products,Consumer Products|Direct Sales|Manufacturing|Vitamins & Supplements,,,,12,31,0,,45000000,2022,6.8182,6.417,109.7222,,,,14100000,13200000,12000000,11700000,11300000,11000000,,755,360,,,,,,,2915000,2905000,2375000,2830000,2460000,2275000,,45000000,55000000,42500000,48500000,41500000,38000000,,2050000,2050000,,,,
73,1157228,Company,Private,Active,No,Yes,2017,Carlsbad,CA,US,92008,Telecommunication Services,Artificial Intelligence|Communications|Telecommunications|Wireless,,517919,VC Backed,12,31,7,73760650,270000000,2021,6.6667,11.6368,9.434,9.6457,,16000000,15000000,13500000,11500000,11000000,8050000,,,,58,53,46,44,33,,,,,,,,,,,,,,,,,,,,,,
74,1158778,Company,Private,Active,Yes,Yes,2017,Cambridge,MA,US,2140,Pharmaceuticals,Biopharmaceuticals|Biotechnology|Pharmaceuticals|Research & Development,,,PE Backed|VC Backed,12,31,1,175000000,500000000,2022,-12.3457,,-4.2553,,,35500000,40500000,,,,,,,135,141,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1158781,Company,Private,Active,No,No,2017,Chantilly,VA,US,,Software & Internet Services,Cyber Security|Software|Technology,,,,12,31,0,,67500000,2023,13.7143,14.0905,5.5556,8.1984,,9950000,8750000,7300000,6700000,6300000,5250000,,,,,38,36,35,30,,2450000,2600000,2100000,1750000,2000000,1500000,,67500000,58500000,69000000,54500000,59500000,44500000,,1700000,1800000,1500000,,,,
76,1158948,Company,Private,Active,Yes,Yes,2017,Irvine,CA,US,92618,Health Care Services,Health Care|Health Care Services|Women-Founded|Women-led,,,PE Backed|VC Backed,12,31,2,23000000,70000000,2020,27.8689,,25,,,3900000,3050000,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1159084,Company,Private,Active,No,Yes,2017,Costa Mesa,CA,US,92627,Consumer Products,Consumer Products|Electronics|Manufacturing|Video,,,VC Backed,12,31,2,17200000,205700000,2018,-32.5,,-33.3333,,,2700000,4000000,,,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1159639,Company,Private,Active,No,Yes,2017,Sunnyvale,CA,US,94086,Software & Internet Services,Artificial Intelligence|Cyber Security|Software|Technology,,,VC Backed,12,31,2,37000000,100000000,2019,13.8829,14.4714,-2.8571,,,10500000,9220000,7700000,7000000,7000000,6000000,,,,,,34,35,30,,,,,,,,,,,,,,,,,,,,,,
79,1159677,Company,Private,Active,No,Yes,2017,Cambridge,MA,US,2142,Software & Internet Services,Artificial Intelligence|Data Management|Database Management|Developer Tools|Enterprise Software|Infrastructure|Life Sciences|Open Source|Software|Software Development|Technology,73|737,33|5112,VC Backed,12,31,6,54300000,200000000,2023,19.6643,,12.5,55.3616,,,9980000,8340000,2500000,,,,,,45,40,12,12,10,,,,,,,,,,,,,,,,,,,,,,
80,1159709,Company,Private,Active,Yes,No,2017,Conley,GA,US,30288,Building Products,Building Products|Glass|Manufacturing|Windows & Doors,32|3999,,Acquired|PE Backed|Platform,12,31,0,,31000000,2020,12.1951,10.6011,10,6.9178,,,,,23000000,20500000,18500000,17000000,,,,,110,100,95,90,,,,2350000,2600000,2100000,1850000,,,,31000000,32000000,25500000,22000000,,,,,,,
81,1159797,Company,Private,Active,No,Yes,2017,West Des Moines,IA,US,50265,Software & Internet Services,Analytics|Artificial Intelligence|Performance Management|Safety|Software|Technology,,,VC Backed,12,31,5,9800000,30000000,2020,14.2857,14.1749,7.6923,11.8689,,3200000,2800000,2350000,2150000,1900000,1550000,,,,,14,13,12,10,,,,,,,,,,,,,,,,,,,,,,
82,1159839,Company,Private,Active,No,Yes,2017,Vancouver,WA,US,98662,Investment Management & Financial Advisory,Advisory|Investment Management|Retirement,,,VC Backed,12,31,1,12500000,40000000,2017,,,,,,43000000,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1159869,Company,Private,Active,Yes,No,2017,Boca Raton,FL,US,33431,Professional Services,Eye Care|Group Purchasing Organization|Management Services|Professional Services,80|8042,,PE Backed,12,31,0,,10000000,2023,9.0278,,,,,7850000,7200000,,,,,,,,32,,,,,,815000,830000,,,,,,10000000,8400000,,,,,,570000,580000,,,,,
84,1159886,Company,Private,Active,Yes,No,2017,Houston,TX,US,,Oil & Gas Equipment & Services,Equipment|Oil & Gas|Oil & Gas Services,,,Acquired|PE Backed,12,31,0,,,,1.1364,,0,,,445000,440000,,,,,,,2,2,,,,,,8450,9250,,,,,,280000,250000,,,,,,5900,6500,,,,,
85,1160086,Company,Public,Active,No,No,2017,San Francisco,CA,US,94123,Software & Internet Services,Beauty|Digital Health|Hair Care|Health Care|Health Care Technology|Mental Health|Personal Care|Platform|Specialty Care|Telehealth|Telemedicine|Wellness,,,Formerly PE-Backed,12,31,4,197000000,1100000000,2019,93.806,85.4929,63.5678,121.3825,,,526916000,271878000,148760000,82558000,,10000000,,,651,398,181,60,,10,,-61000000,-109000000,-5000000,-1000000,,,,,,,,,,,-65678000,-107659000,-40271000,6050000,,
86,1160099,Company,Private,Active,No,Yes,2017,Portland,OR,US,97239,Advertising & Marketing,Advertising|B Corporation|Leisure|Marketing|Travel|Women-Founded|Women-led,,,VC Backed,12,31,1,1000000,3000000,2017,147.7612,,142.8571,,,8300000,3350000,,,,,,,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1160200,Company,Private,Active,No,Yes,2017,New York,NY,US,10003,Software & Internet Services,Communications|Employee Benefits|Human Resources|Mobile|Software|Technology|Women-Founded|Women-led,,,VC Backed,12,31,1,1500000,4500000,2017,12.9944,13.7183,5.5556,8.1984,,10000000,8850000,7400000,6800000,6450000,5350000,,,,,38,36,35,30,,,,,,,,,,,,,,,,,,,,,,
88,1160416,Company,Private,Active,No,No,2017,Mankato,MN,US,56001,Industrial Distributors,Agricultural|Dealership|Distribution|Equipment|Industrial,50|51,42,,12,31,0,,575000000,2022,6.7518,8.6585,,,,585000000,548000000,502000000,456000000,441000000,420000000,400000000,,,,,,,,,,47000000,45500000,37500000,44000000,38000000,34500000,,575000000,670000000,525000000,590000000,500000000,445000000,,33000000,32000000,,,,
89,1160522,Company,Private,Active,No,Yes,2017,Clermont,FL,US,34711,Industrial Services,Cannabis|Equipment|Industrial|Industrial Services|Leasing|Rental,,,VC Backed,12,31,3,7800000,25000000,2018,12.8571,13.5214,6.4516,9.6961,,7900000,7000000,5900000,5400000,5050000,4100000,3200000,,,,33,31,30,25,20,,,,,,,,,,,,,,,,,,,,,
90,1160530,Company,Private,Active,Yes,Yes,2017,Emeryville,CA,US,94608,Software & Internet Services,Artificial Intelligence|Automation|Robotics|Software|Technology,,,PE Backed|VC Backed,12,31,5,222000000,700000000,2023,11.3208,25.2882,52,36.3214,,29500000,26500000,22800000,15000000,,,,,,,76,50,35,30,,,,,,,,,,,,,,,,,,,,,,
91,1160599,Company,Private,Active,No,Yes,2017,Fulton,MD,US,20759,Technology Services,Cyber Security|Internet of Things|Mobile|Technology|Technology Services,,,VC Backed,12,31,3,3500000,10000000,2019,8.9286,6.853,,,,3050000,2800000,2500000,2500000,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
92,1160649,Company,Public,Active,No,No,2017,Beverly Hills,CA,US,90212,Professional Services,Commercial Services|Consulting|Franchisor|Holding Company|Professional Services,,,,12,31,0,,,,242.5476,162.5335,3.8462,353.2334,,,407224000,118881000,18118000,22505000,18370000,2170000,,,5400,5200,179,58,44,30,,19000000,12000000,-12000000,9000000,5220000,70000,,,,,,,,,-126188000,-31583000,-14860000,-1018000,,
93,1160724,Company,Private,Active,Yes,Yes,2017,New York City,NY,US,,Health Care Services,Dental|Health Care|Health Care Services,,,PE Backed|VC Backed,12,31,2,78400000,250000000,2019,16621.3115,,16400,,,51000000,305000,,,,,,,330,2,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1160777,Company,Private,Active,No,No,2017,Salt Lake City,UT,US,,Software & Internet Services,Collaboration|Expense Management|Health Care Technology|SaaS|Technology|Workflow Management,,,Acquired,12,31,1,3000000,9000000,2017,14.0741,12.9048,3.0303,4.2604,,7700000,6750000,5650000,5350000,5500000,4600000,,,,,34,33,35,30,,,,,,,,,,,,,,,,,,,,,,
95,1160842,Company,Private,Active,No,Yes,2017,Seattle,WA,US,98103,Professional Services,Biotechnology|Professional Services|Research & Development,,541714,VC Backed,12,31,3,27656485,85000000,2020,7.1429,9.2608,6.8182,,,15000000,14000000,12500000,11500000,,,,,,,47,44,,,,,,,,,,,,,,,,,,,,,,,,
96,1160933,Company,Private,Active,No,Yes,2017,New York,NY,US,11249,Consumer Products,B Corporation|Beauty|Consumer Products|Customization|E-Commerce|Hair Care|Manufacturing|Women-Founded,,,VC Backed,12,31,3,25000000,75000000,2018,4.3891,63.8643,95.3846,,,88000000,84300000,80040215,20000000,15000000,14000000,,,,,254,130,,,,,,,,,,,,,,,,,,,,,,,,
97,1160962,Company,Private,Active,No,No,2017,Austin,TX,US,78701,Software & Internet Services,Latinx-founded|Minority-led|Platform-as-a-Service (PaaS)|Quality Assurance|Software Development|Technology|Women-led,,,Acquired|Subsidiary,12,31,1,2300000,7000000,2017,13.7255,15.137,9.0909,-26.3194,,2900000,2550000,2150000,1900000,5850000,4850000,,,,,12,11,35,30,,,,,,,,,,,,,,,,,,,,,,
98,1160970,Company,Private,Active,Yes,Yes,2017,Fort Worth,TX,US,76107,"Oil & Gas Drilling, Exploration & Production",Drilling|Exploration|Oil & Gas,,,PE Backed|VC Backed,12,31,2,600000000,2000000000,2019,17.1004,20.0641,-10,,,31500000,26900000,20100000,18200000,20000000,,,,,,,27,30,,,,,,,,,,,,,,,,,,,,,,,
99,1161085,Company,Private,Active,No,Yes,2017,San Francisco,CA,US,94102,Software & Internet Services,Artificial Intelligence|Audio|Generative AI|SaaS|Technology|Transcription|Video,,541511,VC Backed,12,31,4,100000000,550000000,2022,13.4021,17.9703,33.3333,,,2200000,1940000,1620000,1340000,1000000,,,,,,,16,12,10,,,,,,,,,,,,,,,,,,,,,,
100,1161097,Company,Private,Active,Yes,No,2017,Austin,TX,US,78716,"Oil & Gas Drilling, Exploration & Production",Drilling|Exploration|Oil & Gas,,,Acquired|PE Backed,12,31,0,,780000000,2017,16.6078,19.9942,-10,6.2659,,33000000,28300000,21100000,19100000,21000000,20000000,,,,,,36,40,35,30,,,,,,,,,,,,,,,,,,,,,
101,1161112,Company,Private,Active,No,Yes,2017,Los Angeles,CA,US,,Software & Internet Services,Digital Media|Distribution|Entertainment|Media|Mobile|Music|Platform-as-a-Service (PaaS)|Software|Technology,,,VC Backed,12,31,1,10000000,30000000,2017,13.75,13.952,5.5556,8.1984,,9100000,8000000,6700000,6150000,5800000,4850000,,,,,38,36,35,30,,,,,,,,,,,,,,,,,,,,,,
102,1161119,Company,Private,Active,No,Yes,2017,San Diego,CA,US,92121,Software & Internet Services,Data Management|Health Care|Sharing|Technology|Women-Founded|Women-led,,,VC Backed,12,31,3,8600000,25000000,2019,14.1414,15.1549,9.5238,20.9469,,5650000,4950000,4150000,3700000,3400000,2150000,965000,,,,23,21,20,13,6,,,,,,,,,,,,,,,,,,,,,
103,1161128,Company,Private,Active,No,Yes,2017,Milpitas,CA,US,,Education Services,E-Learning|Education|Mobile,,,VC Backed,12,31,1,150000,,,,,,,,1300000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1161155,Company,Private,Active,No,Yes,2017,Fort Collins,CO,US,,"Investment Banking, Trading & Brokerage",Brokerage|Cryptocurrency|Finance|Fintech|Software,,,VC Backed,12,31,1,3000000,9000000,2017,,,,,,3250000,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1161179,Company,Private,Active,No,Yes,2017,San Francisco,CA,US,,Software & Internet Services,Automation|Enterprise Software|Lead Generation|Technology,,,VC Backed,12,31,1,2250000,7000000,2017,12.8205,13.6171,5.5556,8.1984,,11000000,9750000,8150000,7500000,7050000,5900000,,,,,38,36,35,30,,,,,,,,,,,,,,,,,,,,,,
106,1162217,Company,Private,Active,No,No,2017,Scottsdale,AZ,US,85254,Software & Internet Services,Automotive|Data Management|Software|Technology,,561490,,12,31,0,,145000000,2020,33.3333,16.107,33.3333,14.4714,,,,,18000000,13500000,12500000,11500000,,,,,120,90,85,80,,,,4700000,4300000,3600000,3150000,,,,145000000,130000000,105000000,91000000,,,,,,,
107,1163558,Company,Private,Active,No,No,2019,Pleasanton,CA,US,94588,Technology Services,Cloud|Design|IT Consulting|Mobile|Software Development|Staffing|Technology|Technology Services,,561900,,12,31,0,,225000000,2020,-2.6316,3.8873,-3.2258,2.3264,,,,,37000000,38000000,36000000,33000000,,,,,150,155,150,140,,,,9150000,11500000,9800000,8500000,,,,225000000,270000000,225000000,195000000,,,,,,,
108,1164350,Company,Private,Active,Yes,No,2018,North Little Rock,AR,US,72118,Technology Services,Cloud|Information Management|Information Technology|IT Consulting|Technology|Technology Services,,541519,Acquired|PE Backed,12,31,0,,135000000,2023,6.383,5.1559,-2.7027,9.173,,25000000,23500000,21500000,21500000,16500000,15500000,8400000,,,,108,111,85,83,45,5800000,5400000,5900000,5300000,5000000,4200000,2150000,135000000,100000000,150000000,130000000,115000000,97500000,49500000,4050000,3800000,4150000,,,,
109,1169950,Company,Private,Active,No,No,2017,Tulsa,OK,US,74101,Industrial Distributors,Distribution,,423800,,12,31,0,,23500000,2023,10.8108,10.9739,4.878,7.1026,,20500000,18500000,16000000,15000000,14500000,12500000,10500000,,,,43,41,40,35,30,1580000,1585000,1460000,1230000,1455000,1130000,900000,23500000,19500000,21500000,17000000,19500000,15000000,11500000,1100000,1100000,1000000,,,,
110,1170991,Company,Private,Active,No,Yes,2017,New York,NY,US,11201,Health Care Providers,Black-founded|Community|Health Care|Health Care Technology|Home Health|Women-Founded,,,VC Backed,12,31,8,891800000,5700000000,2021,7.1429,22.483,57.8947,210.7233,,735000000,686000000,600000000,400000000,180000000,,,,,,600,380,180,20,,,,,,,,,,,,,,,,,,,,,,
111,1170998,Company,Private,Active,Yes,No,2017,Brentwood,TN,US,37027,Software & Internet Services,Analytics|Business Development|Data Integration|Health Care Technology|Hospital|Technology,,,Acquired|PE Backed,12,31,2,0,,,11.9048,13.6709,18.75,6.2659,,23500000,21000000,17000000,16000000,16000000,14500000,,,,114,96,94,95,90,,,,,,,,,,,,,,,,,,,,,,
112,1171014,Company,Private,Active,No,Yes,2017,Jackson,WY,US,,Software & Internet Services,Booking|Leisure|Real Estate|Rental|Technology|Travel,,,VC Backed,12,31,1,0,,,14,18.7951,20,6.2659,,2850000,2500000,2100000,1700000,2000000,1600000,,,,,12,10,12,10,,,,,,,,,,,,,,,,,,,,,,
113,1171082,Company,Private,Active,Yes,No,2017,San Jose,CA,US,95112,Software & Internet Services,Autonomous Vehicles|Ride Sharing|Technology,,,Acquired|PE Backed|Subsidiary,12,31,2,34000000,100000000,2019,14.3911,13.5033,6.25,19.3483,,3100000,2710000,2260000,2120000,1590000,1325000,,,,,85,80,60,50,,,,,,,,,,,,,,,,,,,,,,
114,1171096,Company,Private,Active,No,Yes,2017,San Francisco,CA,US,,Software & Internet Services,E-Commerce|Enterprise Software|Retail|Technology,,,VC Backed,12,31,2,5000000,9000000,2018,13.8889,14.9406,7.6923,11.8689,,8200000,7200000,6000000,5400000,5050000,3900000,,,,,28,26,25,20,,,,,,,,,,,,,,,,,,,,,,
115,1171120,Company,Private,Active,Yes,No,2017,Winston-Salem,NC,US,27101,Specialty Retail,Retail|Sports,2711,519130,PE Backed,12,31,0,,11000000,2023,3.125,,,,,16500000,16000000,,,,,,,,83,,,,,,655000,710000,,,,,,11000000,9650000,,,,,,460000,495000,,,,,
116,1171587,Company,Private,Active,No,No,2019,Johnstown,PA,US,15904,Industrial Products,ESOP|Industrial|Industrial Products|Machining|Manufacturing,,,,12,31,0,,13000000,2020,-9.4972,6.2659,-12,3.228,,,,,8100000,8950000,7800000,6750000,,,,,44,50,45,40,,,,940000,1250000,995000,820000,,,,13000000,16500000,12500000,10500000,,,,,,,
117,1172032,Company,Private,Active,No,No,2018,Saint Louis,MO,US,63128,Security & Alarm Services,Equipment|Fire Protection|Installation|Repair & Maintenance|Retail|Safety|Security|Support Services,,,,12,31,0,,8700000,2023,9.2105,8.4896,-10,1.099,,4150000,3800000,,3250000,3550000,2950000,2300000,,,31,,27,30,25,20,430000,440000,,360000,480000,360000,265000,8700000,7250000,,5450000,6650000,4900000,3600000,300000,305000,,,,,
118,1172089,Company,Private,Active,No,No,2017,Galion,OH,US,44833,Commercial & Industrial Engineering,Electrical|Engineering|Installation|Sub-Contractor|Veteran-led,,238210,,12,31,1,1811800,30500000,2022,7.2165,60.9499,250,81.7121,,52000000,48500000,43700000,12471853,,,866073,,,,210,60,,,10,,3150000,3000000,775000,,,56000,,30500000,47500000,11500000,,,790000,,2200000,2100000,,,,
119,1177199,Company,Private,Active,No,Yes,2017,Los Angeles,CA,US,,Advertising & Marketing,Analytics|Branding|Esports|Fantasy Sports|Sports|Video Games,,,VC Backed,12,31,1,3000000,9000000,2018,9.5238,14.0597,14.2857,10.0642,,2300000,2100000,1850000,1550000,1750000,1250000,1000000,,,,8,7,8,6,5,,,,,,,,,,,,,,,,,,,,,
120,1177228,Company,Private,Active,No,No,2017,Red Bank,NJ,US,07701,Advertising & Marketing,Analytics|Education|Marketing|Search,89|7311,,,12,31,0,,130000000,2022,4,6.7054,-12,2.6608,,130000000,125000000,118000000,107000000,121000000,110000000,100000000,,,,,660,750,680,610,,14400000,14450000,11800000,16300000,13300000,11500000,,130000000,145000000,110000000,145000000,120000000,101500000,,10000000,10000000,,,,
121,1177302,Company,Private,Active,Yes,No,2017,Houston,TX,US,77056,"Oil & Gas Drilling, Exploration & Production",Exploration|Oil & Gas,,,PE Backed,12,31,0,,5700000,2023,20.4082,,,,,2950000,2450000,,,,,,,,8,,,,,,545000,510000,,,,,,5700000,4400000,,,,,,380000,360000,,,,,
